acceptedname	phylum	occurences	sti	sd	speciesname	taxonrank	infraspecificepithet	taxon_uri
Helianthemum aegyptiacum	Tracheophyta	274	15.58566565	2.946829233	Helianthemum aegyptiacum	SPECIES		
Helictotrichon sedenense	Tracheophyta	274	9.675524996	2.368099996	Helictotrichon sedenense	SPECIES		
Phleum hirsutum	Tracheophyta	275	6.649596902	3.696602628	Phleum hirsutum	SPECIES		
Carex tenuiflora	Tracheophyta	275	0.66736994	3.095119825	Carex tenuiflora	SPECIES		
Ridolfia segetum	Tracheophyta	275	16.44677348	2.178948012	Ridolfia segetum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ridolfiasegetum
Anemone hortensis	Tracheophyta	275	13.9285741	1.913502399	Anemone hortensis	SPECIES		
Hieracium atratum	Tracheophyta	275	1.609921284	1.652818948	Hieracium atratum	SPECIES		
Ligusticum lucidum	Tracheophyta	275	11.21822672	2.261321937	Ligusticum lucidum	SPECIES		
Coronilla vaginalis	Tracheophyta	275	6.485674167	2.07763284	Coronilla vaginalis	SPECIES		
Polygonum bellardii	Tracheophyta	275	13.5168067	3.150136223	Polygonum bellardii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/polygonumbellardii
Ophiostoma novo-ulmi	Ascomycota	275	8.680474214	1.461604139	Ophiostoma novo-ulmi	SPECIES		
Trifolium alexandrinum	Tracheophyta	275	10.58570561	3.796742266	Trifolium alexandrinum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/trifoliumalexandrinum
Cotoneaster hjelmqvistii	Tracheophyta	275	8.018263799	1.048160918	Cotoneaster hjelmqvistii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cotoneasterhjelmqvistii
Helictotrichon versicolor	Tracheophyta	275	4.456009262	2.134908501	Helictotrichon versicolor	SPECIES		
Galium debile	Tracheophyta	276	12.07917492	2.306906435	Galium debile	SPECIES		
Rubus tricolor	Tracheophyta	276	8.747159537	0.619638431	Rubus tricolor	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rubustricolor
Tortella inflexa	Bryophyta	276	12.75806988	4.039912329	Tortella inflexa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/tortellainflexa
Biatora subduplex	Ascomycota	276	-0.576545673	4.178430786	Biatora subduplex	SPECIES		
Lecanora handelii	Ascomycota	276	6.974029875	2.943074775	Lecanora handelii	SPECIES		
Solanum melongena	Tracheophyta	276	14.24907875	2.886684628	Solanum melongena	SPECIES		
Leiocolea collaris	Marchantiophyta	276	1.150047368	4.193565581	Leiocolea collaris	SPECIES		
Ostrya carpinifolia	Tracheophyta	276	10.75605818	2.666505751	Ostrya carpinifolia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ostryacarpinifolia
Brachydontium trichodes	Bryophyta	276	7.281794077	2.070489379	Brachydontium trichodes	SPECIES		
Hygrohypnum duriusculum	Bryophyta	276	2.436167082	3.468454293	Hygrohypnum duriusculum	SPECIES		
Sanguisorba ancistroides	Tracheophyta	276	16.4921561	1.184184487	Sanguisorba ancistroides	SPECIES		
Carex randalpina	Tracheophyta	277	8.461366081	2.322896276	Carex randalpina	SPECIES		
Kiaeria glacialis	Bryophyta	277	0.730470511	3.96175561	Kiaeria glacialis	SPECIES		
Herniaria scabrida	Tracheophyta	277	13.34872525	2.166183183	Herniaria scabrida	SPECIES		
Podospora tetraspora	Ascomycota	277	8.10365116	1.252387529	Podospora tetraspora	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/podosporatetraspora
Erodium neuradifolium	Tracheophyta	277	17.18620117	2.511818791	Erodium neuradifolium	SPECIES		
Rutstroemia sydowiana	Ascomycota	277	8.710334556	1.241094663	Rutstroemia sydowiana	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rutstroemiasydowiana
Cephaloceraton histrix	Tracheophyta	277	15.08651096	2.083627225	Cephaloceraton histrix	SPECIES		
Cerastium boissierianum	Tracheophyta	277	14.56474172	1.232761777	Cerastium boissierianum	SPECIES		
Pilosella saussureoides	Tracheophyta	277	10.84140475	1.579359943	Pilosella saussureoides	SPECIES		
Hypochaeris achyrophorus	Tracheophyta	277	15.61075978	1.720018056	Hypochaeris achyrophorus	SPECIES		
Sphenolobopsis pearsonii	Marchantiophyta	277	7.420129227	1.227148553	Sphenolobopsis pearsonii	SPECIES		
Carex laxa	Tracheophyta	278	-0.446205381	1.587080442	Carex laxa	SPECIES		
Bispora antennata	Ascomycota	278	8.32091823	0.774408829	Bispora antennata	SPECIES		
Porphyra linearis	Rhodophyta	278	8.2077169	1.83510603	Porphyra linearis	SPECIES		
Taraxacum patiens	Tracheophyta	278	6.02881848	1.185832453	Taraxacum patiens	SPECIES		
Geoglossum glabrum	Ascomycota	278	3.732764734	2.510043417	Geoglossum glabrum	SPECIES		
Stachys alopecuros	Tracheophyta	278	8.160134847	3.800490289	Stachys alopecuros	SPECIES		
Lathagrium cristatum	Ascomycota	278	3.463168054	3.408450278	Lathagrium cristatum	SPECIES		
Anemone narcissiflora	Tracheophyta	278	5.706198598	2.311966558	Anemone narcissiflora	SPECIES		
Desmodesmus pannonicus	Chlorophyta	278	9.021055881	0.561617701	Desmodesmus pannonicus	SPECIES		
Ranunculus psilostachys	Tracheophyta	278	10.25623623	2.661700677	Ranunculus psilostachys	SPECIES		
Aaronsohnia factorovskyi	Tracheophyta	278	20.12138292	1.001508367	Aaronsohnia factorovskyi	SPECIES		
Callithamnion tetragonum	Rhodophyta	278	8.505971102	1.437505528	Callithamnion tetragonum	SPECIES		
Urospora penicilliformis	Chlorophyta	278	6.845953085	2.415267436	Urospora penicilliformis	SPECIES		
Luzula nivalis	Tracheophyta	279	-5.875891467	2.403114176	Luzula nivalis	SPECIES		
Buxus balearica	Tracheophyta	279	14.52736188	2.49331925	Buxus balearica	SPECIES		
Euphorbia serpens	Tracheophyta	279	14.38850164	2.460234	Euphorbia serpens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiaserpens
Diplotomma venustum	Ascomycota	279	10.55671076	4.082983596	Diplotomma venustum	SPECIES		
Erodium celtibericum	Tracheophyta	279	11.71380802	4.499137348	Erodium celtibericum	SPECIES		
Physcia tribacioides	Ascomycota	279	11.09477167	2.023990942	Physcia tribacioides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/physciatribacioides
Scutellinia umbrorum	Ascomycota	279	7.217207483	3.510763355	Scutellinia umbrorum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/scutelliniaumbrorum
Hieracium expallidiforme	Tracheophyta	279	4.934942065	1.541815792	Hieracium expallidiforme	SPECIES		
Symphyotrichum versicolor	Tracheophyta	279	7.195908166	1.882688407	Symphyotrichum versicolor	SPECIES		
Limonium lobatum	Tracheophyta	280	18.40437619	1.803264123	Limonium lobatum	SPECIES		
Salix salvifolia	Tracheophyta	280	15.03829677	1.469137994	Salix salvifolia	SPECIES		
Crambe filiformis	Tracheophyta	280	15.35749335	1.58114495	Crambe filiformis	SPECIES		
Lepidium subulatum	Tracheophyta	280	12.95676379	1.500656753	Lepidium subulatum	SPECIES		
Trifolium strictum	Tracheophyta	280	12.48849209	2.353608273	Trifolium strictum	SPECIES		
Cirsium erisithales	Tracheophyta	280	6.32460356	2.90227217	Cirsium erisithales	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cirsiumerisithales
Mycoblastus affinis	Ascomycota	280	3.967936333	2.780776106	Mycoblastus affinis	SPECIES		
Anthracobia melaloma	Ascomycota	280	7.83913588	2.565340578	Anthracobia melaloma	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/anthracobiamelaloma
Hypoderma virgultorum	Ascomycota	280	8.607425152	0.997034216	Hypoderma virgultorum	SPECIES		
Lythrum borysthenicum	Tracheophyta	280	14.34204108	2.654007626	Lythrum borysthenicum	SPECIES		
Hieracium constringens	Tracheophyta	280	4.267826627	1.511064187	Hieracium constringens	SPECIES		
Hennediella macrophylla	Bryophyta	280	9.051272938	1.219599373	Hennediella macrophylla	SPECIES		
Ulex boivinii	Tracheophyta	281	16.14136563	1.049818803	Ulex boivinii	SPECIES		
Milium vernale	Tracheophyta	281	12.50706225	2.329641522	Milium vernale	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/miliumvernale
Fagonia arabica	Tracheophyta	281	20.44714431	0.636340717	Fagonia arabica	SPECIES		
Plantago alpina	Tracheophyta	281	7.669305094	3.179171678	Plantago alpina	SPECIES		
Crepis alpestris	Tracheophyta	281	5.851239697	2.509389532	Crepis alpestris	SPECIES		
Matthiola incana	Tracheophyta	281	13.35312783	3.397658461	Matthiola incana	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/matthiolaincana
Bryum torquescens	Bryophyta	281	12.9517137	4.196489806	Bryum torquescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bryumtorquescens
Entoleuca mammata	Ascomycota	281	4.870670955	4.194429674	Entoleuca mammata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/entoleucamammata
Bacidia caesiovirens	Ascomycota	281	6.116364751	1.662426677	Bacidia caesiovirens	SPECIES		
Caloplaca scopularis	Ascomycota	281	5.492754288	2.996634028	Caloplaca scopularis	SPECIES		
Anthemis bornmuelleri	Tracheophyta	281	19.14219467	2.56967604	Anthemis bornmuelleri	SPECIES		
Timmia megapolitana subsp. bavarica	Bryophyta	281	-1.037754093	6.274615738	Timmia megapolitana subsp. bavarica	SUBSPECIES		
Jasione laevis	Tracheophyta	282	10.08460953	1.693276819	Jasione laevis	SPECIES		
Fedia cornucopiae	Tracheophyta	282	16.29709634	1.065251312	Fedia cornucopiae	SPECIES		
Skyttea nitschkei	Ascomycota	282	8.285930684	1.473480851	Skyttea nitschkei	SPECIES		
Onobrychis montana	Tracheophyta	282	6.665774519	2.905570439	Onobrychis montana	SPECIES		
Lathyrus tremolsianus	Tracheophyta	282	13.68911946	1.786182193	Lathyrus tremolsianus	SPECIES		
Taraxacum marginellum	Tracheophyta	282	12.80392732	3.038868524	Taraxacum marginellum	SPECIES		
Arthonia astroidestera	Ascomycota	282	9.659515526	0.302017447	Arthonia astroidestera	SPECIES		
Galium setaceum	Tracheophyta	283	16.59898917	2.196023302	Galium setaceum	SPECIES		
Kurzia sylvatica	Marchantiophyta	283	8.279909017	1.148721254	Kurzia sylvatica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/kurziasylvatica
Cyanus triumfettii	Tracheophyta	283	9.051636681	3.442439754	Cyanus triumfettii	SPECIES		
Solorina spongiosa	Ascomycota	283	1.862847852	4.603816157	Solorina spongiosa	SPECIES		
Callitriche truncata	Tracheophyta	283	10.94255443	2.210060401	Callitriche truncata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/callitrichetruncata
Pertusaria excludens	Ascomycota	283	8.480702271	2.065396168	Pertusaria excludens	SPECIES		
Spiraea x billiardii	Tracheophyta	283	6.901879601	1.607057984	Spiraea x billiardii	SPECIES		
Scilla lilio-hyacinthus	Tracheophyta	283	9.686200148	1.791211273	Scilla lilio-hyacinthus	SPECIES		
Galium judaicum	Tracheophyta	284	19.68403441	2.204501563	Galium judaicum	SPECIES		
Deschampsia media	Tracheophyta	284	7.568124814	5.179510309	Deschampsia media	SPECIES		
Physconia detersa	Ascomycota	284	3.919471451	3.716773638	Physconia detersa	SPECIES		
Nephroma expallidum	Ascomycota	284	-1.086512406	3.519018814	Nephroma expallidum	SPECIES		
Haplomitrium hookeri	Marchantiophyta	284	5.675891366	3.137595601	Haplomitrium hookeri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/haplomitriumhookeri
Fuscopannaria ahlneri	Ascomycota	284	2.119219316	1.919694624	Fuscopannaria ahlneri	SPECIES		
Scrophularia alpestris	Tracheophyta	284	10.29294513	1.647890272	Scrophularia alpestris	SPECIES		
Solanum chenopodioides	Tracheophyta	284	13.27765571	2.607127231	Solanum chenopodioides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/solanumchenopodioides
Ononis fruticosa subsp. microphylla	Tracheophyta	284	13.10716195	1.792416277	Ononis fruticosa	SUBSPECIES	microphylla	
Yucca aloifolia	Tracheophyta	285	14.52465782	2.066584872	Yucca aloifolia	SPECIES		
Populus x jackii	Tracheophyta	285	7.376619587	0.820929938	Populus x jackii	SPECIES		
Tortula hoppeana	Bryophyta	285	-1.037654127	5.100556449	Tortula hoppeana	SPECIES		
Hieracium bauhini	Tracheophyta	285	8.389362548	2.656874833	Hieracium bauhini	SPECIES		
Sawadaea tulasnei	Ascomycota	285	6.964284345	1.729679701	Sawadaea tulasnei	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sawadaeatulasnei
Crepis lampsanoides	Tracheophyta	285	11.27208464	1.802793973	Crepis lampsanoides	SPECIES		
Sideritis spinulosa	Tracheophyta	285	11.6914722	1.428867262	Sideritis spinulosa	SPECIES		
Consolida orientalis	Tracheophyta	285	10.33015453	2.935893332	Consolida orientalis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/consolidahispanica
Achillea filipendulina	Tracheophyta	285	8.748883475	2.59511076	Achillea filipendulina	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/achilleafilipendulina
Hyssopus officinalis subsp. canescens	Tracheophyta	285	12.12249168	1.076722507	Hyssopus officinalis	SUBSPECIES	canescens	
Sisymbrium austriacum subsp. chrysanthum	Tracheophyta	285	10.73275986	1.937332541	Sisymbrium austriacum	SUBSPECIES	chrysanthum	http://ndff-ecogrid.nl/taxonomy/taxa/sisymbriumaustriacumsubspchrysanthum
Nonea vesicaria	Tracheophyta	286	16.37581132	1.13045707	Nonea vesicaria	SPECIES		
Hibiscus trionum	Tracheophyta	286	9.203872908	2.434028934	Hibiscus trionum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hibiscustrionum
Teucrium hifacense	Tracheophyta	286	16.30445706	1.980520638	Teucrium hifacense	SPECIES		
Trentepohlia aurea	Chlorophyta	286	5.844269284	3.018407622	Trentepohlia aurea	SPECIES		
Lathyrus marmoratus	Tracheophyta	286	19.80276522	1.600570905	Lathyrus marmoratus	SPECIES		
Lomelosia prolifera	Tracheophyta	286	19.77380995	2.07942556	Lomelosia prolifera	SPECIES		
Pluchea dioscoridis	Tracheophyta	286	20.10781101	1.322492437	Pluchea dioscoridis	SPECIES		
Cupressus macrocarpa	Tracheophyta	286	10.93038079	2.920956801	Cupressus macrocarpa	SPECIES		
Dryopteris submontana	Tracheophyta	286	9.780702453	1.646114766	Dryopteris submontana	SPECIES		
Hysterographium fraxini	Ascomycota	286	3.799576	3.046427637	Hysterographium fraxini	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hysterographiumfraxini
Mesembryanthemum cordifolium	Tracheophyta	286	14.83081246	2.071163647	Mesembryanthemum cordifolium	SPECIES		
Usnea scabrata	Ascomycota	287	6.373638056	2.828889868	Usnea scabrata	SPECIES		
Spiraea cinerea	Tracheophyta	287	6.681990872	1.438087638	Spiraea cinerea	SPECIES		
Thymus carnosus	Tracheophyta	287	16.75741596	0.577730333	Thymus carnosus	SPECIES		
Aspicilia laevata	Ascomycota	287	6.674476842	2.018320106	Aspicilia laevata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/aspicilialaevata
Fallopia aubertii	Tracheophyta	287	10.82995561	1.501158088	Fallopia aubertii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/fallopiaaubertii
Campylopus pilifer	Bryophyta	287	11.64958425	2.584732778	Campylopus pilifer	SPECIES		
Turgenia latifolia	Tracheophyta	287	11.94501644	3.437936686	Turgenia latifolia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/turgenialatifolia
Heliscella stellata	Ascomycota	287	8.702022073	0.858080403	Heliscella stellata	SPECIES		
Scapania hyperborea	Marchantiophyta	287	-0.722039238	3.537853597	Scapania hyperborea	SPECIES		
Taraxacum purpureum	Tracheophyta	287	6.941595306	1.184189462	Taraxacum purpureum	SPECIES		
Geranium lanuginosum	Tracheophyta	287	7.971771164	1.909927473	Geranium lanuginosum	SPECIES		
Cheilymenia stercorea	Ascomycota	287	5.522268071	3.410742559	Cheilymenia stercorea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cheilymeniastercorea
Golovinomyces fischeri	Ascomycota	287	8.352512962	1.106171415	Golovinomyces fischeri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/golovinomycesfischeri
Taraxacum copidophyllum	Tracheophyta	287	7.23155853	0.783144493	Taraxacum copidophyllum	SPECIES		
Arabis scabra	Tracheophyta	288	10.68381083	1.23027087	Arabis scabra	SPECIES		
Bifora radians	Tracheophyta	288	11.1163537	2.36846118	Bifora radians	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/biforaradians
Woodsia glabella	Tracheophyta	288	-3.963211489	4.715449796	Woodsia glabella	SPECIES		
Lecanora impudens	Ascomycota	288	4.55335728	3.050524038	Lecanora impudens	SPECIES		
Reaumuria hirtella	Tracheophyta	288	20.25193639	0.89552102	Reaumuria hirtella	SPECIES		
Cistanche phelypaea	Tracheophyta	288	16.6972229	1.40529334	Cistanche phelypaea	SPECIES		
Iberis sempervirens	Tracheophyta	288	9.306073019	2.559541774	Iberis sempervirens	SPECIES		
Cortaderia richardii	Tracheophyta	288	7.794029092	0.745962328	Cortaderia richardii	SPECIES		
Coscinodon cribrosus	Bryophyta	288	4.565504142	4.54053283	Coscinodon cribrosus	SPECIES		
Scoliciosporum pruinosum	Ascomycota	288	8.187442789	1.473313674	Scoliciosporum pruinosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/scoliciosporumpruinosum
Taraxacum subxanthostigma	Tracheophyta	288	7.626560681	0.928861786	Taraxacum subxanthostigma	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumsubxanthostigma
Genista spartioides subsp. retamoides	Tracheophyta	288	15.37366321	0.93812739	Genista spartioides	SUBSPECIES	retamoides	
Lecidea hypopta	Ascomycota	289	4.328141595	3.186926172	Lecidea hypopta	SPECIES		
Senecio nevadensis	Tracheophyta	289	15.42851156	1.526027087	Senecio nevadensis	SPECIES		
Catalpa bignonioides	Tracheophyta	289	9.725049144	2.032228413	Catalpa bignonioides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/catalpabignonioides
Helianthemum caput-felis	Tracheophyta	289	16.84234229	0.908359327	Helianthemum caput-felis	SPECIES		
Sciuro-hypnum oedipodium	Bryophyta	289	2.96573871	2.225130462	Sciuro-hypnum oedipodium	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/brachytheciumoedipodium
Vella spinosa	Tracheophyta	290	14.94852404	1.100594576	Vella spinosa	SPECIES		
Echium creticum	Tracheophyta	290	15.17926176	1.89032694	Echium creticum	SPECIES		
Minuartia rubra	Tracheophyta	290	9.221513821	1.968735632	Minuartia rubra	SPECIES		
Ceramium pallidum	Rhodophyta	290	8.358664949	1.779930006	Ceramium pallidum	SPECIES		
Lophiostoma curtum	Ascomycota	290	0.331335731	1.712727028	Lophiostoma curtum	SPECIES		
Taraxacum scanicum	Tracheophyta	290	7.881326279	0.694052304	Taraxacum scanicum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumscanicum
Campylium polygamum	Bryophyta	290	4.972136088	2.843049761	Campylium polygamum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/drepanocladuspolygamus
Hieracium schmidtii	Tracheophyta	290	6.476578219	3.769457911	Hieracium schmidtii	SPECIES		
Genista monspessulana	Tracheophyta	290	14.41797259	1.711518182	Genista monspessulana	SPECIES		
Hypogymnia austerodes	Ascomycota	290	-1.928551513	3.492774608	Hypogymnia austerodes	SPECIES		
Onopordum cynarocephalum	Tracheophyta	290	19.57006866	2.21811106	Onopordum cynarocephalum	SPECIES		
Taraxacum huelphersianum	Tracheophyta	290	5.8226	1.210789034	Taraxacum huelphersianum	SPECIES		
Sagina nodosa subsp. borealis	Tracheophyta	290	3.182257384	3.271610727	Sagina nodosa	SUBSPECIES	borealis	
Reseda media	Tracheophyta	291	14.85248491	1.810966624	Reseda media	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/resedamedia
Acer palmatum	Tracheophyta	291	9.350628615	1.765535895	Acer palmatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/acerpalmatum
Carex mucronata	Tracheophyta	291	5.593742848	3.166782324	Carex mucronata	SPECIES		
Geranium nodosum	Tracheophyta	291	9.234722195	2.560387293	Geranium nodosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/geraniumnodosum
Globularia repens	Tracheophyta	291	10.48722397	1.853731091	Globularia repens	SPECIES		
Medicago ciliaris	Tracheophyta	291	16.62847232	1.546924331	Medicago ciliaris	SPECIES		
Rubus lagerbergii	Tracheophyta	291	7.014192522	0.979345486	Rubus lagerbergii	SPECIES		
Ulvaria splendens	Chlorophyta	291	5.573083593	4.175111473	Ulvaria splendens	SPECIES		
Cochlearia micacea	Tracheophyta	291	6.781182535	0.81591378	Cochlearia micacea	SPECIES		
Ramalina dilacerata	Ascomycota	291	0.697738607	1.795606059	Ramalina dilacerata	SPECIES		
Taraxacum pallidipes	Tracheophyta	291	7.28221655	1.154593565	Taraxacum pallidipes	SPECIES		
Clinopodium grandiflorum	Tracheophyta	291	8.570384213	2.654834579	Clinopodium grandiflorum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/clinopodiumgrandiflora
Cladonia cryptochlorophaea	Ascomycota	291	7.466356494	2.165729711	Cladonia cryptochlorophaea	SPECIES		
Polycarpon tetraphyllum subsp. diphyllum	Tracheophyta	291	14.65041915	1.795468527	Polycarpon tetraphyllum	SUBSPECIES	diphyllum	
Najas minor	Tracheophyta	292	11.17385498	2.115882395	Najas minor	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/najasminor
Pycnora xanthococca	Ascomycota	292	1.928494954	2.221622309	Pycnora xanthococca	SPECIES		
Fellhanera bouteillei	Ascomycota	292	7.998665077	1.78550209	Fellhanera bouteillei	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/fellhanerabouteillei
Miriquidica nigroleprosa	Ascomycota	292	3.021291493	4.559281304	Miriquidica nigroleprosa	SPECIES		
